"ID","Player","Team","Position","RkOv","Status","Age","Score","%D","ADP","Ros","+/-"
"*06akk*","Enderson Asencio","(N/A)","1B","1880","FA","19","0","0","-","0%","0%"
"*06ic6*","Vladimir Asencio","BOS","OF","1881","FA","19","0","0","-","2%","0%"
"*064w9*","Yosander Asencio","(N/A)","OF","1882","FA","21","0","0","-","1%","0%"
"*06tla*","Konnor Ash","(N/A)","RP","1883","FA","26","0","0","-","0%","0%"
"*06qo7*","Micah Ashman","BAL","RP","1884","FA","23","0","0","-","1%","0%"
"*06lfh*","Albertson Asigen","(N/A)","OF","1885","FA","24","0","0","-","0%","0%"
"*071wa*","Wandy Asigen","NYM","SS","1886","FA","16","0","0","-","27%","+1%"
"*05ynj*","Keyshawn Askew","TB","RP","1887","FA","26","0","0","-","1%","0%"
"*06c8r*","Paulo Asprilla","STL","C","1888","FA","19","0","0","-","0%","0%"
"*07101*","Anthony Astudillo","TEX","SP","1889","FA","20","0","0","-","1%","0%"
"*06qxx*","Christian Astudillo","BAL","C","1890","FA","18","0","0","-","0%","0%"
"*070ku*","Jose Astudillo","SF","OF","1891","FA","21","0","0","-","0%","0%"
"*060mg*","Javier Atencio","(N/A)","SP","1892","FA","24","0","0","-","1%","0%"
"*05yls*","Jose Atencio","WSH","SP","1893","FA","24","0","0","-","1%","0%"
"*06c7g*","Luis Atocha","(N/A)","1B","1894","FA","21","0","0","-","0%","0%"
"*05gtg*","Oscar Aude","COL","OF","1895","FA","22","0","0","-","0%","0%"
"*05y4w*","Mason Auer","TB","RP","1896","FA","24","0","0","-","4%","0%"
"*05r9x*","Brett Auerbach","(N/A)","2B,3B","1897","FA","27","0","0","-","0%","0%"
"*06pq5*","Brooks Auger","LAD","SP","1898","FA","24","0","0","-","2%","0%"
"*06raa*","Jose Aular","NYM","1B","1899","FA","22","0","0","-","0%","0%"
"*062e3*","Cade Austin","NYY","RP","1900","FA","24","0","0","-","0%","0%"
"*06qle*","Channing Austin","NYM","SP,RP","1901","FA","24","0","0","-","0%","0%"
"*06hhl*","Kelly Austin","NYY","RP","1902","FA","25","0","0","-","0%","0%"
"*06gjb*","Morris Austin","CHW","RP","1903","FA","25","0","0","-","0%","0%"
"*06ms6*","RJ Austin","BAL","2B","1904","FA","22","0","0","-","3%","0%"
"*06qjv*","Trevor Austin","HOU","2B,3B","1905","FA","24","0","0","-","0%","0%"
"*06gj6*","Zack Austin","ATL","RP","1906","FA","24","0","0","-","0%","0%"
"*04ycp*","Drew Avans","COL","OF","1907","FA","29","0","0","-","1%","0%"
"*06fzc*","Corey Avant","ATH","SP,RP","1908","FA","24","0","0","-","1%","0%"
"*060ow*","Christian Avendano","(N/A)","RP","1909","FA","22","0","0","-","0%","0%"
"*05r68*","Carlos Avila","(N/A)","C","1910","FA","22","0","0","-","0%","0%"
"*06qwm*","Cesar Avila","(N/A)","SP","1911","FA","24","0","0","-","0%","0%"
"*06rpd*","Luis Avila","PHI","RP","1912","FA","22","0","0","-","0%","0%"
"*066sq*","Nick Avila","(N/A)","SP,RP","1913","FA","28","0","0","-","1%","0%"
"*05m6c*","Rivaldo Avila","(N/A)","C","1914","FA","23","0","0","-","0%","0%"
"*03c6o*","Luis Aviles","(N/A)","SS","1915","FA","30","0","0","-","0%","0%"
"*05y4t*","Jace Avina","NYY","OF","1916","FA","22","0","0","-","4%","0%"
"*066ky*","Daniel Avitia","CHC","SP","1917","FA","22","0","0","-","0%","0%"
"*05y69*","Alex Ayala Jr.","(N/A)","SP","1918","FA","24","0","0","-","0%","0%"
"*06iff*","Yelserth Ayala","(N/A)","2B","1919","FA","19","0","0","-","0%","0%"
"*06rqw*","Junior Aybar","BAL","OF","1920","FA","19","0","0","-","0%","0%"
"*061zp*","Nicandro Aybar","TB","OF","1921","FA","21","0","0","-","1%","0%"
"*06qw3*","Cole Ayers","NYY","RP","1922","FA","26","0","0","-","0%","0%"
"*06qtv*","Kyle Ayers","ARI","RP","1923","FA","22","0","0","-","0%","0%"
"*06ool*","Owen Ayers","CHC","C","1924","FA","24","0","0","-","3%","0%"
"*06qp7*","Isaac Ayon","LAD","SP","1925","FA","23","0","0","-","0%","0%"
"*06r40*","Karim Ayubi","(N/A)","OF","1926","FA","22","0","0","-","0%","0%"
"*06nln*","Enddy Azocar","BOS","OF","1927","FA","18","0","0","-","9%","0%"
"*03yux*","Jose Azocar","ATL","OF","1928","FA","29","0","0","-","2%","0%"
"*06ktp*","Katsuki Azuma","(N/A)","SP","1929","FA","30","0","0","-","0%","0%"
"*0669o*","Tyler Baca","(N/A)","OF","1930","FA","25","0","0","-","0%","0%"
"*051e3*","Mahki Backstrom","(N/A)","1B","1931","FA","24","0","0","-","0%","0%"
"*05ajc*","Franyel Baez","(N/A)","OF","1932","FA","22","0","0","-","0%","0%"
"*06c8q*","Jarol Baez","STL","RP","1933","FA","20","0","0","-","0%","0%"
"*061rf*","Jesus Baez","STL","3B,SS","1934","FA","20","0","0","-","18%","0%"
"*06ukn*","Jhoster Baez","HOU","RP","1935","FA","21","0","0","-","0%","0%"
"*06c2b*","Juan Baez","MIL","2B,3B","1936","FA","20","0","0","-","2%","0%"
"*060fy*","Luis Baez","HOU","OF","1937","paranoia","22","0","0","-","12%","0%"
"*06sbq*","Malvin Baez","ARI","SP","1938","FA","18","0","0","-","0%","0%"
"*06rtm*","Manuel Baez","SEA","C","1939","FA","20","0","0","-","0%","0%"
"*06c3t*","Mario Baez","ATL","2B","1940","FA","19","0","0","-","2%","0%"
"*06rj7*","Michael Baez","(N/A)","1B","1941","FA","21","0","0","-","0%","0%"
"*04akb*","Michel Baez","(N/A)","RP","1942","FA","30","0","0","-","1%","0%"
"*065np*","Nate Baez","BOS","C,1B","1943","FA","24","0","0","-","2%","0%"
"*06pk6*","Ethan Bagwell","ATL","SP","1944","FA","19","0","0","-","4%","0%"
"*06v61*","Carson Bailey","(N/A)","SP","1945","FA","20","0","0","-","0%","0%"
"*06iex*","Myles Bailey","(N/A)","1B","1946","FA","20","0","0","-","1%","0%"
"*06sj5*","Smith Bailey","(N/A)","SP","1947","FA","20","0","0","-","0%","0%"
"*06mbr*","J.T. Bain","TOR","OF","1948","FA","18","0","0","-","1%","0%"
"*05rfd*","Max Bain","(N/A)","RP","1949","FA","28","0","0","-","0%","0%"
"*06hov*","Alec Baker","ARI","SP,RP","1950","FA","26","0","0","-","0%","0%"
"*051co*","Andrew Baker","PHI","RP","1951","FA","25","0","0","-","1%","0%"
"*05g47*","Darren Baker","WSH","2B,OF","1952","FA","26","0","0","-","1%","0%"
"*05uac*","Dru Baker","CHW","OF","1953","FA","25","0","0","-","3%","0%"
"*04069*","Luken Baker","ARI","UT","1954","FA","28","0","0","-","3%","0%"
"*06kug*","Tavano Baker","BOS","OF","1955","FA","19","0","0","-","1%","0%"
"*06zax*","Trace Baker","TOR","RP","1956","FA","22","0","0","-","0%","0%"
"*05ynn*","Trent Baker","MIN","SP,RP","1957","FA","27","0","0","-","0%","0%"
"*06sb7*","Yorsua Balanta","DET","RP","1958","FA","19","0","0","-","0%","0%"
"*041sc*","Jordan Balazovic","DET","SP,RP","1959","FA","27","0","0","-","5%","0%"
"*064oh*","Gerson Balbino","COL","SP","1960","FA","20","0","0","-","0%","0%"
"*066k1*","Thomas Balboni Jr.","NYY","RP","1961","FA","25","0","0","-","0%","0%"
"*05unp*","Leo Balcazar","CIN","2B,SS","1962","FA","21","0","0","-","8%","0%"
"*060w2*","Dayker Baldallo","(N/A)","SS","1963","FA","22","0","0","-","0%","0%"
"*05yeo*","Luis Baldiris","MIA","SP","1964","FA","21","0","0","-","0%","0%"
"*06hq2*","Merrick Baldo","WSH","RP","1965","FA","25","0","0","-","0%","0%"
"*051is*","Bryce Ball","(N/A)","1B","1966","FA","27","0","0","-","1%","0%"
"*072qv*","Jeremiah Ball","(N/A)","RP","1967","FA","26","0","0","-","0%","0%"
"*06uwn*","Brady Ballinger","(N/A)","1B","1968","FA","20","0","0","-","0%","0%"
"*052ia*","Ricardo Balogh","HOU","SS","1969","FA","23","0","0","-","0%","0%"
"*06rsx*","Bryan Balzer","SD","SP","1970","FA","21","0","0","-","1%","0%"
"*06fqt*","Scott Bandura","SF","OF","1971","FA","24","0","0","-","1%","0%"
"*06fuk*","Brett Banks","NYM","RP","1972","FA","24","0","0","-","1%","0%"
"*072ap*","Max Banks","CHW","SP","1973","FA","22","0","0","-","0%","0%"
"*06qvs*","Teo Banks","WSH","OF","1974","FA","22","0","0","-","0%","0%"
"*05ajd*","Zion Bannister","(N/A)","OF","1975","FA","24","0","0","-","0%","0%"
"*04eiz*","Rylan Bannon","(N/A)","3B,SS","1976","FA","29","0","0","-","0%","0%"
"*04eh1*","David Banuelos","(N/A)","UT","1977","FA","29","0","0","-","1%","0%"
"*066mj*","Anthony Baptist","(N/A)","OF","1978","FA","20","0","0","-","1%","0%"
"*06rw5*","Gustavo Baptista","CLE","C","1979","FA","17","0","0","-","1%","0%"
"*06qe0*","Sebastian Baquera","TEX","C","1980","FA","19","0","0","-","0%","0%"
"*041v3*","Caleb Baragar","(N/A)","SP,RP","1981","FA","31","0","0","-","0%","0%"
"*06z3v*","Rod Barajas","SF","RP","1982","FA","21","0","0","-","0%","0%"
"*06rwa*","Aiverson Barazarte","ATH","1B","1983","FA","18","0","0","-","0%","0%"
"*070c8*","Jake Barbee","TEX","SP","1984","FA","19","0","0","-","1%","0%"
"*0513p*","Colin Barber","(N/A)","OF","1985","FA","25","0","0","-","4%","0%"
"*06hhf*","Noah Barber","KC","OF","1986","FA","20","0","0","-","0%","0%"
"*06mvq*","Jackson Barberi","(N/A)","SP","1987","FA","19","0","0","-","0%","0%"
"*06qiz*","Francesco Barbieri","(N/A)","OF","1988","FA","25","0","0","-","0%","0%"
"*04ylm*","Gabriel Barbosa","PHI","SP,RP","1989","FA","24","0","0","-","1%","0%"
"*051bv*","Edgar Barclay","NYY","SP","1990","FA","27","0","0","-","1%","0%"
"*068xy*","Cristopher Barete","TB","OF","1991","FA","24","0","0","-","0%","0%"
"*05t6s*","Alec Barger","(N/A)","SP","1992","FA","27","0","0","-","0%","0%"
"*070ej*","Jack Barker","PHI","OF","1993","FA","20","0","0","-","0%","0%"
"*05gdr*","Luke Barker","(N/A)","RP","1994","FA","33","0","0","-","0%","0%"
"*06z3u*","Isaiah Barkett","SF","3B","1995","FA","22","0","0","-","0%","0%"
"*04aze*","Jordy Barley","(N/A)","SS","1996","FA","26","0","0","-","0%","0%"
"*0429m*","Joe Barlow","TEX","RP","1997","FA","30","0","0","-","1%","0%"
"*04eg2*","Charlie Barnes","(N/A)","SP","1998","FA","30","0","0","-","0%","0%"
"*02c14*","Jacob Barnes","(N/A)","RP","1999","FA","35","0","0","-","0%","0%"
"*0260w*","Matt Barnes","(N/A)","RP","2000","FA","35","0","0","-","0%","0%"
"*06s3l*","Zach Barnes","ARI","RP","2001","FA","26","0","0","-","0%","0%"
"*06qo3*","Sean Barnett","SD","UT,RP","2002","FA","22","0","0","-","2%","0%"
"*05jrg*","Hunter Barnhart","(N/A)","SP,RP","2003","FA","23","0","0","-","1%","0%"
"*022vw*","Tucker Barnhart","(N/A)","C","2004","FA","35","0","0","-","0%","0%"
"*06hpr*","Zane Barnhart","BAL","RP","2005","FA","23","0","0","-","0%","0%"
"*06fzm*","Boston Baro","NYM","3B,SS","2006","FA","21","0","0","-","8%","0%"
"*06rmd*","Meykel Baro","BAL","SS","2007","FA","17","0","0","-","1%","0%"
"*06amk*","Sadiel Baro","(N/A)","RP","2008","FA","21","0","0","-","0%","0%"
"*070c5*","Alex Barr","ATH","SP","2009","FA","19","0","0","-","1%","0%"
"*06v1w*","Matt Barr","MIN","SP","2010","FA","20","0","0","-","7%","0%"
"*02n0z*","Kyle Barraclough","(N/A)","RP","2011","FA","35","0","0","-","0%","0%"
"*05ygq*","Edwin Barragan","TB","2B,3B","2012","FA","22","0","0","-","0%","0%"
"*06gis*","Chris Barraza","LAA","SP","2013","FA","26","0","0","-","0%","0%"
"*06qxd*","Elis Barreat","(N/A)","2B","2014","FA","22","0","0","-","0%","0%"
"*06hnc*","Diego Barrera","ATH","RP","2015","FA","25","0","0","-","0%","0%"
"*041sn*","Tres Barrera","WSH","C","2016","FA","31","0","0","-","0%","0%"
"*06zcw*","Emilio Barreras","MIA","3B","2017","FA","22","0","0","-","1%","0%"
"*04dwv*","Jose Barrero","BAL","2B,OF","2018","FA","27","0","0","-","3%","0%"
"*02ni1*","Franklin Barreto","BAL","OF","2019","FA","29","0","0","-","0%","0%"
"*06rtc*","Yulian Barreto","SF","2B","2020","FA","18","0","0","-","1%","0%"
"*06qur*","Seamus Barrett","LAD","RP","2021","FA","25","0","0","-","0%","0%"
"*03ysq*","Jaime Barria","(N/A)","SP,RP","2022","FA","29","0","0","-","1%","0%"
"*05rfo*","Brandon Barriera","TOR","SP","2023","FA","21","0","0","-","16%","0%"
"*066rw*","Alberto Barriga","ARI","C","2024","FA","21","0","0","-","1%","0%"
"*060oa*","Malik Barrington","(N/A)","SP","2025","FA","28","0","0","-","0%","0%"
"*05rbt*","Gregory Barrios","TB","SS","2026","FA","21","0","0","-","3%","0%"
"*05yiw*","Johan Barrios","(N/A)","SS","2027","FA","21","0","0","-","0%","0%"
"*06rvu*","Jose Barrios","MIN","2B","2028","FA","18","0","0","-","0%","0%"
"*06ukm*","Marco Barrios","CHW","RP","2029","FA","20","0","0","-","0%","0%"
"*06z5y*","Nicolas Barrios","MIL","OF","2030","FA","17","0","0","-","0%","0%"
"*05yl9*","Beycker Barroso","(N/A)","C","2031","FA","23","0","0","-","0%","0%"
"*06fzo*","Braden Barry","TOR","OF","2032","FA","23","0","0","-","1%","0%"
"*06uxn*","Justin Barry","BOS","3B","2033","FA","19","0","0","-","0%","0%"
"*04prx*","Cameron Barstad","CLE","C","2034","FA","25","0","0","-","0%","0%"
"*06kwv*","Blake Barthol","(N/A)","3B","2035","FA","22","0","0","-","0%","0%"
"*05172*","Will Bartlett","(N/A)","1B","2036","FA","24","0","0","-","0%","0%"
"*06hhb*","Caleb Bartolero","LAA","3B","2037","FA","26","0","0","-","0%","0%"
"*06mmo*","Javier Bartolozzi","LAD","RP","2038","FA","20","0","0","-","0%","0%"
"*06rfw*","Hudson Barton","(N/A)","SP","2039","FA","19","0","0","-","0%","0%"
"*06aqh*","Andersson Barvosa","TB","RP","2040","FA","20","0","0","-","0%","0%"
"*060vy*","Edgar Basabe","(N/A)","OF","2041","FA","21","0","0","-","0%","0%"
"*04ni5*","Osleivis Basabe","SF","2B,3B,SS","2042","FA","25","0","0","-","4%","0%"
"*06fqi*","Andrew Bash","MIN","RP","2043","FA","29","0","0","-","0%","0%"
"*064p7*","Andy Basora","KC","RP","2044","FA","20","0","0","-","0%","0%"
"*06hrp*","Jayson Bass","MIN","1B","2045","FA","19","0","0","-","0%","0%"
"*05rdo*","Abel Bastidas","DET","2B,3B","2046","FA","22","0","0","-","2%","0%"
"*06z5o*","Abraham Bastidas","SD","2B","2047","FA","19","0","0","-","0%","0%"
"*0603r*","Jesus Bastidas","MIA","3B,SS","2048","FA","27","0","0","-","1%","0%"
"*06kkb*","Boston Bateman","BAL","SP","2049","FA","20","0","0","-","18%","0%"
"*06fpn*","Brett Bateman","CHC","OF","2050","FA","23","0","0","-","3%","0%"
"*06sc3*","Adam Bates","BOS","SP,RP","2051","FA","20","0","0","-","0%","0%"
"*06afa*","Charlie Bates","(N/A)","SS","2052","FA","20","0","0","-","0%","0%"
"*06ce9*","Aldrin Batista","CHW","RP","2053","FA","22","0","0","-","3%","0%"
"*06mif*","Andry Batista","TEX","OF","2054","FA","18","0","0","-","0%","0%"
"*066qc*","Arfeni Batista","(N/A)","SS","2055","FA","21","0","0","-","0%","0%"
"*06c2v*","Carlos Batista","WSH","OF","2056","FA","20","0","0","-","0%","0%"
"*06ky8*","Domingo Batista","TB","OF","2057","FA","18","0","0","-","1%","0%"
"*061zx*","Edinson Batista","(N/A)","SP","2058","FA","23","0","0","-","1%","0%"
"*06uqd*","Erick Batista","SD","RP","2059","FA","20","0","0","-","0%","0%"
"*04yj2*","Freuddy Batista","HOU","C","2060","FA","26","0","0","-","0%","0%"
"*06klc*","Gilberto Batista","TOR","SP,RP","2061","FA","21","0","0","-","1%","0%"
"*06r6i*","Guillermo Batista","DET","3B","2062","FA","19","0","0","-","0%","0%"
"*066q9*","Reminton Batista","(N/A)","OF","2063","FA","21","0","0","-","0%","0%"
"*06c87*","Yadiel Batista","STL","SP,RP","2064","FA","21","0","0","-","0%","0%"
"*06zct*","Keegan Batka","(N/A)","SP","2065","FA","23","0","0","-","0%","0%"
"*052im*","Matthew Batten","ATL","1B,3B","2066","FA","30","0","0","-","1%","0%"
"*05177*","Peyton Battenfield","(N/A)","SP","2067","FA","28","0","0","-","1%","0%"
"*0648w*","Jalen Battles","TB","3B","2068","FA","26","0","0","-","1%","0%"
"*06tf8*","Jack Bauer","(N/A)","SP","2069","FA","19","0","0","-","1%","0%"
"*025hm*","Trevor Bauer","(N/A)","SP","2070","FA","35","0","0","-","2%","0%"
"*04nay*","Tyler Baum","WSH","RP","2071","FA","28","0","0","-","1%","0%"
"*06qu6*","Tanner Bauman","NYY","SP,RP","2072","FA","23","0","0","-","0%","0%"
"*06aqk*","Garrett Baumann","ATL","SP","2073","FA","21","0","0","-","10%","0%"
"*04efe*","Mike Baumann","(N/A)","RP","2074","FA","30","0","0","-","1%","0%"
"*05u9j*","Jackson Baumeister","TB","SP","2075","FA","23","0","0","-","16%","0%"
"*06hir*","Collin Baumgartner","COL","RP","2076","FA","27","0","0","-","0%","0%"
"*05lg1*","Carter Baumler","TEX","RP","2077","FA","23","0","0","-","4%","0%"
"*066jn*","Nick Bautista III","TEX","SP","2078","FA","23","0","0","-","0%","0%"
"*04pf7*","Danny Bautista","(N/A)","OF","2079","FA","25","0","0","-","0%","0%"
"*066te*","Erick Bautista","(N/A)","OF","2080","FA","20","0","0","-","0%","0%"
"*05t64*","Felix Bautista","BAL","RP","2081","OWH","30","0","2","462.6","50%","0%"
"*06kuh*","Israfell Bautista","TB","OF","2082","FA","19","0","0","-","1%","0%"
"*066ou*","Jeremy Bautista","(N/A)","C","2083","FA","21","0","0","-","0%","0%"
"*06ek9*","Jorge Bautista","(N/A)","SP","2084","FA","25","0","0","-","0%","0%"
"*05uop*","Kelvin Bautista","LAD","RP","2085","FA","26","0","0","-","0%","0%"
"*06ps3*","Yorger Bautista","SEA","OF","2086","FA","18","0","0","-","30%","0%"
"*06zcy*","John Bay","NYM","OF","2087","FA","24","0","0","-","0%","0%"
"*06v4z*","Max Bayles","(N/A)","SP","2088","FA","21","0","0","-","0%","0%"
"*06s3e*","Jarod Bayless","PIT","SP,RP","2089","FA","29","0","0","-","0%","0%"
"*0512t*","Jamari Baylor","(N/A)","SS","2090","FA","25","0","0","-","1%","0%"
"*06yt9*","Sterling Bazil","DET","SS","2091","FA","17","0","0","-","0%","0%"
"*06c5i*","Kevin Bazzell","WSH","C","2092","FA","22","0","0","-","4%","0%"
"*06qiv*","Noah Beal","TB","RP","2093","FA","24","0","0","-","0%","0%"
"*060ig*","Drew Beam","KC","SP","2094","FA","22","0","0","-","10%","0%"
"*06sjo*","Trey Beard","(N/A)","SP","2095","FA","21","0","0","-","0%","0%"
"*03qpz*","Matt Beaty","(N/A)","1B","2096","FA","32","0","0","-","0%","0%"
"*06qnd*","Christian Becerra","MIN","SP","2097","FA","22","0","0","-","1%","0%"
"*04egk*","Andrew Bechtold","PHI","RP","2098","FA","29","0","0","-","0%","0%"
"*05uce*","Brendan Beck","NYY","SP","2099","FA","27","0","0","-","5%","0%"
"*051gy*","Jace Beck","CHC","RP","2100","FA","25","0","0","-","1%","0%"
"*06qjt*","Jagger Beck","HOU","RP","2101","FA","19","0","0","-","1%","0%"
"*065ix*","Jared Beck","(N/A)","SP","2102","FA","25","0","0","-","0%","0%"
"*06hvc*","Brandon Beckel","PHI","SP,RP","2103","FA","24","0","0","-","0%","0%"
"*04t99*","Austin Becker","(N/A)","RP","2104","FA","26","0","0","-","0%","0%"
"*06qjs*","Colton Becker","KC","3B,SS","2105","FA","24","0","0","-","0%","0%"
"*06l5d*","Eric Becker","(N/A)","2B","2106","FA","20","0","0","-","1%","0%"
"*068a5*","Matthew Becker","MIN","SP,RP","2107","FA","23","0","0","-","0%","0%"
"*06utc*","Nick Becker","SEA","SS","2108","FA","19","0","0","-","19%","0%"
"*06uju*","David Beckles","TOR","1B","2109","FA","21","0","0","-","0%","0%"
"*05gs7*","Ian Bedell","STL","SP","2110","FA","26","0","0","-","2%","0%"
"*05t9e*","Will Bednar","SF","RP","2111","FA","25","0","0","-","7%","0%"
"*02bq5*","Tyler Beede","CHC","RP","2112","FA","32","0","0","-","0%","0%"
"*06qob*","Merritt Beeker","WSH","RP","2113","FA","24","0","0","-","0%","0%"
"*0414k*","Seth Beer","(N/A)","1B","2114","FA","29","0","0","-","1%","0%"
"*061hw*","Blake Beers","ATH","SP","2115","FA","27","0","0","-","1%","0%"
"*06mpj*","Landon Beidelschies","ATL","SP","2116","FA","21","0","0","-","2%","0%"
"*06pgf*","Charlie Beilenson","SEA","RP","2117","FA","26","0","0","-","2%","0%"
"*06hu6*","Jarrod Belbin","(N/A)","1B","2118","FA","25","0","0","-","0%","0%"
"*06uh5*","Adrian Belen","KC","RP","2119","FA","21","0","0","-","0%","0%"
"*06tfz*","Marcos Belen","CLE","OF","2120","FA","19","0","0","-","0%","0%"
"*051di*","Jeff Belge","(N/A)","SP","2121","FA","28","0","0","-","1%","0%"
"*06hto*","Nigel Belgrave","MIA","RP","2122","FA","23","0","0","-","2%","0%"
"*0515u*","Brock Bell","(N/A)","RP","2123","FA","27","0","0","-","1%","0%"
"*06tlg*","Ethan Bell","CHC","RP","2124","FA","23","0","0","-","0%","0%"
"*06h1p*","Luke Bell","CHW","RP","2125","FA","25","0","0","-","0%","0%"
"*06kx5*","Talan Bell","(N/A)","SP","2126","FA","20","0","0","-","0%","0%"
"*06nu9*","Tyler Bell","(N/A)","SS","2127","FA","20","0","0","-","1%","0%"
"*02hc5*","Andrew Bellatti","(N/A)","RP","2128","FA","34","0","0","-","0%","0%"
"*05t65*","John Beller","(N/A)","SP","2129","FA","26","0","0","-","0%","0%"
"*06rhe*","Adrian Bello","MIA","C","2130","FA","19","0","0","-","0%","0%"
"*06uwb*","Angel Bello","CHW","SP","2131","FA","19","0","0","-","0%","0%"
"*06vy9*","Carlos Bello","NYY","2B","2132","FA","18","0","0","-","0%","0%"
"*05nss*","Erick Bello","(N/A)","RP","2133","FA","23","0","0","-","0%","0%"
"*06mmn*","Jose Bello","BOS","SP,RP","2134","FA","20","0","0","-","5%","0%"
"*06p4m*","Juan Bello","HOU","SP,RP","2135","FA","21","0","0","-","2%","0%"
"*0700v*","Rony Bello","WSH","2B","2136","FA","18","0","0","-","0%","0%"
"*06cp7*","Gustavo Beltran","(N/A)","SS","2137","FA","20","0","0","-","0%","0%"
"*06ukw*","Jeiki Beltran","ATL","RP","2138","FA","22","0","0","-","0%","0%"
"*06ukv*","Luis Beltran","BAL","RP","2139","FA","21","0","0","-","0%","0%"
"*061qu*","Nolan Beltran","PHI","SS","2140","FA","21","0","0","-","0%","0%"
"*06icc*","Eduardo Beltre","MIN","OF","2141","FA","19","0","0","-","15%","0%"
"*05m1d*","Manuel Beltre","TOR","SS","2142","FA","21","0","0","-","5%","0%"
"*06rok*","Cade Belyeu","(N/A)","OF","2143","FA","21","0","0","-","0%","0%"
"*06mpu*","Max Belyeu","COL","OF","2144","FA","22","0","0","-","12%","0%"
"*06rtd*","Carlos Benavides","DET","C,1B","2145","FA","18","0","0","-","0%","0%"
"*067yb*","Cristian Benavides","BAL","SS","2146","FA","20","0","0","-","0%","0%"
"*05j8t*","Ruben Benavides","(N/A)","C","2147","FA","24","0","0","-","0%","0%"
"*066dr*","Justin Bench","(N/A)","2B","2148","FA","26","0","0","-","0%","0%"
"*05t93*","Edwuin Bencomo","SD","RP","2149","FA","26","0","0","-","0%","0%"
"*05ykx*","Frederick Bencosme","BAL","2B,SS","2150","FA","23","0","0","-","3%","0%"
"*05ygl*","Colton Bender","(N/A)","C","2151","FA","27","0","0","-","0%","0%"
"*06id1*","Derek Bender","(N/A)","1B","2152","FA","23","0","0","-","0%","0%"
"*06htk*","Spencer Bengard","MIN","RP","2153","FA","23","0","0","-","0%","0%"
"*061zf*","Angel Benitez","NYY","SP","2154","FA","22","0","0","-","2%","0%"
"*05u32*","Diego Benitez","(N/A)","1B","2155","FA","21","0","0","-","5%","0%"
"*05iyn*","Johan Benitez","(N/A)","SS","2156","FA","22","0","0","-","0%","0%"
"*04ek0*","Jorge Benitez","LAD","RP","2157","FA","26","0","0","-","1%","0%"
"*06bs9*","Keyner Benitez","MIA","SP","2158","FA","19","0","0","-","7%","0%"
"*059bw*","Lazaro Benitez","DET","OF","2159","FA","26","0","0","-","0%","0%"
"*06uwa*","Sthiven Benitez","KC","RP","2160","FA","20","0","0","-","0%","0%"
"*06l3n*","Yoxander Benitez","SF","OF","2161","FA","19","0","0","-","1%","0%"
"*062hw*","Juan Benjamin","CLE","2B,3B","2162","FA","22","0","0","-","1%","0%"
"*03de6*","Wes Benjamin","SD","SP","2163","FA","32","0","0","-","1%","0%"
"*065iq*","Godwin Bennett","CHW","OF","2164","FA","23","0","0","-","0%","0%"
"*060i2*","Jake Bennett","BOS","SP","2165","FA","25","0","2","465.7","18%","0%"
"*0514e*","Nick Bennett","(N/A)","RP","2166","FA","28","0","0","-","0%","0%"
"*06hnq*","Pierce Bennett","(N/A)","2B","2167","FA","24","0","0","-","0%","0%"
"*05yd6*","Donovan Benoit","(N/A)","SP","2168","FA","27","0","0","-","0%","0%"
"*05y64*","Cooper Benson","TOR","SP","2169","FA","25","0","0","-","0%","0%"
"*072e0*","Chase Bentley","MIL","SP","2170","FA","18","0","0","-","2%","0%"
"*051b9*","Trey Benton","CLE","RP","2171","FA","27","0","0","-","0%","0%"
"*06r24*","Alendry Benua","(N/A)","RP","2172","FA","20","0","0","-","0%","0%"
"*06meb*","Alexander Benua","ARI","OF","2173","FA","22","0","0","-","0%","0%"
"*06807*","Alvaro Benua","LAD","RP","2174","FA","23","0","0","-","0%","0%"
"*06jfi*","Alfredo Benzan","ARI","OF","2175","FA","18","0","0","-","1%","0%"
"*06qix*","Jadon Bercovich","TB","RP","2176","FA","23","0","0","-","0%","0%"
"*06qv2*","Derek Berg","PIT","C,1B","2177","FA","24","0","0","-","0%","0%"
"*051ap*","Adam Berghorst","(N/A)","SP,RP","2178","FA","25","0","0","-","0%","0%"
"*05y5m*","Jesse Bergin","MIA","RP","2179","FA","26","0","0","-","1%","0%"
"*04ptc*","Michael Berglund","(N/A)","C","2180","FA","28","0","0","-","0%","0%"
"*0410p*","Austin Bergner","(N/A)","SP,RP","2181","FA","28","0","0","-","1%","0%"
"*05w8l*","William Bergolla","CHW","SS","2182","FA","21","0","0","-","9%","0%"
"*051wu*","Victor Bericoto","SF","1B,OF","2183","FA","24","0","0","-","3%","0%"
"*05rd2*","Stevie Berman","(N/A)","C","2184","FA","31","0","0","-","0%","0%"
"*04q5u*","Jonathan Bermudez","(N/A)","SP","2185","FA","30","0","0","-","0%","0%"
"*060yf*","Jonatan Bernal","ARI","SP,RP","2186","FA","23","0","0","-","0%","0%"
"*05rcw*","Leonardo Bernal","STL","C","2187","FA","21","0","2","465","25%","0%"
"*0633e*","Derek Bernard","COL","OF","2188","FA","20","0","0","-","4%","0%"
"*03eq5*","Wynton Bernard","(N/A)","OF","2189","FA","35","0","0","-","0%","0%"
"*06uh4*","Logan Berrier","DET","RP","2190","FA","24","0","0","-","0%","0%"
